id,city_id,name,url_name,color,system_id,transport_mode_id
43,4,Línea 2,43-linea-2,#ffbe2e,267,4
2080,22,Mumbai -Ahmedabad,2080-mumbai--ahmedabad,#3ab22b,685,1
2096,22,MMC,2096-mmc,#000,687,3
2101,217,WES Commuter Rail,2101-wes-commuter-rail,#585858,202,3
1471,91,Tokaido Shinkansen,1471-tokaido-shinkansen,#0000ff,551,1
5,1,A,a,#39b3d8,254,4
6,1,B,b,#e84736,254,4
7,1,C,c,#006ca8,254,4
8,1,D,d,#007968,254,4
1615,259,1,1615-1,#000,244,9
610,118,22A,610-22a,#4a90e2,347,0
2102,217,Portland Aerial Tram,2102-portland-aerial-tram,#ffee3b,688,7
2103,217,North South Line,2103-north-south-line,#7ed321,689,9
2104,217,A Loop,2104-a-loop,#e0108b,689,9
1710,110,25,1710-25,#00aaad,644,5
1711,110,26,1711-26,#00aaad,644,5
2043,342,19M,2043-19m,#d0021b,663,8
2105,217,B Loop,2105-b-loop,#409ec3,689,9
2044,342,16A,2044-16a,#d0021b,663,8
2045,342,14B,2045-14b,#d0021b,663,8
2106,108,Changi Airport Skytrain,2106-changi-airport-skytrain,#feca37,690,7
2107,108,Sentosa Express,2107-sentosa-express,#f07d00,691,7
2048,342,19Y,2048-19y,#d0021b,663,8
2117,73,Line 9,2117-line-9,#800000,695,4
2049,342,320,2049-320,#d0021b,663,8
2050,342,16F,2050-16f,#d0021b,663,8
2127,131,Atlanta Streetcar,2127-atlanta-streetcar,#003baf,124,9
1779,59,TJ koridor 1,1779-tj-koridor-1,#cf1d24,51,6
2128,245,TECO Line,2128-teco-line,#ab0015,230,9
2052,59,M1,2052-m1-phase-1,#ce0037,675,4
2070,59,M2,2070-m2-phase-3,#f1c400,675,4
219,110,14,219-red-line,#d0021b,257,4
2143,27,8,2143-8,#4a90e2,706,5
2055,59,Central Line,2055-central-line,#dc143c,676,4
2054,59,Cikarang Line,2054-cikarang-line,#0058a5,676,4
2053,59,Loop Line,2053-loop-line,#ffba00,676,4
2058,59,Tanjung Priok Line,2058-tanjung-priok-line,#ffcbdb,676,4
2057,59,Tangerang Line,2057-tangerang-line,#964b00,676,4
2144,27,9,2144-9,#bd10e0,706,5
10,1,H,h,#a1e350,254,4
11,1,Premetro,p,#f84fb6,254,9
2056,59,Rangkas Bitung Line,2056-rangkas-bitung-line,#006400,676,4
2065,120,M1,2065-m1,#1f02e7,105,3
45,4,Línea 4,45-linea-4,#292d91,267,4
40,4,Línea 4A,40-linea-4a,#0099ff,267,4
46,4,Línea 5,46-linea-5,#006633,267,4
60,4,Línea 6,60-linea-6,#8e16a1,267,4
70,4,MetroTren Nos,70-nos-express,#000000,268,3
223,110,12,223-nockebybanan,#385369,476,5
227,79,M1,227-m1,#ee2e24,67,4
217,4,Ramal San Felipe - Putaendo,217-ramal-san-felipe---putaendo,#000,276,2
225,79,M5,225-m5,#b17aea,67,4
2066,120,M2,2066-m2,#e50e0e,105,3
42,4,Línea 1 ,42-linea-1-,#cc0000,267,4
2067,59,Line A (Phase 2) (Planned),2067-line-a-(phase-2)-(planned),#f39700,662,5
72,4,FFCC Llano del Maipo,72-ffcc-llanos-del-maipo,#f8e71c,478,9
73,4,FFCC Yungay-Barrancas,73-ffcc-yungay---barranas,#f8e71c,478,9
221,4,FFCC Red Sur,221-ffcc-red-sur,#000,276,2
200,4,FFCC Santiago - Valparaiso,200-ffcc-santiago---valparaiso,#000,276,2
158,4,FFCC de Circunvalación,158-ffcc-de-circunvalacion,#000,276,2
2071,59,Line 1,2071-line-1,#d0021b,682,1
2038,342,31,2038-31,#d0021b,663,8
2041,342,38B,2041-38b,#d0021b,663,8
2040,342,U2,2040-u2,#d0021b,663,8
2037,342,336,2037-336,#d0021b,663,8
1940,342,98Y,1940-98y,#d0021b,663,8
2047,342,98B,2047-98b,#d0021b,663,8
170,78,Tren interurbano México - Toluca,170-tren-interurbano-mexico---toluca,#000,272,2
2051,342,98AB,2051-98ab,#d0021b,663,8
2036,342,94A,2036-94a,#d0021b,663,8
2042,342,89K,2042-89k,#d0021b,663,8
2046,342,81,2046-81,#d0021b,663,8
2000,342,74A,2000-74a,#d0021b,663,8
2039,342,70KE,2039-70ke,#d0021b,663,8
2072,342,19D,2072-19d,#d0021b,663,8
226,79,S9,226-s9,#aa409f,269,3
222,110,Premetro Lines,222-premetro-lines,#000,257,5
145,110,19,145-green-line,#7ed321,257,4
220,110,10,220-blue-line,#4a90e2,257,4
59,4,Línea 3,59-linea-3,#925020,267,4
1772,22,LINE 13 (Mira Bhayander-Virar)alighnment not final,1772-line-13,#cdee97,15,3
1472,91,Sanyo Shinkansen,1472-sanyo-shinkansen,#0000ff,78,1
279,106,Expresso Turístico • Luz-Mogi das Cruzes (CPTM),279-expresso-turistico-•-luz-mogi-das-cruzes,#761418,275,5
1598,48,Milngavie Branch,1598-milngavie-branch,#a29539,625,3
77,78,Línea 1,77-linea-1-metrobus-,#b12118,264,6
229,79,M3,229-m3,#fdb813,67,4
1780,59,TJ koridor 2,1780-tj-koridor-2,#264598,51,6
228,79,M2,228-m2,#5d9732,67,4
56,78,Línea A,56-linea-a,#991a91,248,4
280,106,Expresso Turístico • Luz-Paranapiacaba (CPTM),280-expresso-turistico-•-luz-paranapiacaba,#761418,275,5
57,78,Línea B,57-linea-b,#018c65,248,4
48,78,Línea 2,48-linea-2,#0164a8,248,4
52,78,Línea 6,52-linea-6,#da251c,248,4
49,78,Línea 3,49-linea-3,#9e9a36,248,4
50,78,Línea 4,50-linea-4,#6fb6ae,248,4
54,78,Línea 8,54-linea-8,#00923f,248,4
58,78,Línea 12,58-linea-12,#b89d4e,248,4
55,78,Línea 9,55-linea-9,#4f2926,248,4
53,78,Línea 7,53-linea-7,#e87b14,248,4
245,79,S4,245-s4,#67ad12,269,3
111,78,Tren Ligero,111-tren-ligero,#013f90,265,5
165,78,Línea 7,165-linea-7-metrobus-,#000,264,6
118,69,Waterloo & City Line,118-waterloo-&-city-line,#50e3c2,259,4
115,69,Northern Line,115-norther-line,#000,259,4
117,69,"Circle Line - Circle via Euston, Victoria, Tower Hill & Hammersmith",117-circle-line,#fdfa07,259,3
76,78,Tren Suburbano,76-tren-suburbano,#c21707,266,3
82,78,Línea 6,82-linea-6-metrobus-,#e73e97,264,6
1616,259,2,1616-2,#9b9b9b,244,9
191,15,Yizhuang Line,191-yizhuang-line,#d61572,258,0
333,114,Asakusa Line,333-asakusa-line,#ef5ba1,293,4
192,15,Batong Line,192-batong-line,#ff000e,258,0
81,78,Línea 5,81-linea-5-metrobus-,#07357b,264,6
80,78,Línea 4,80-linea-4-metrobus-,#f9901d,264,6
79,78,Línea 3,79-linea-3-metrobus-,#78a22f,264,6
78,78,Línea 2,78-linea-2-metrobus-,#8c3795,264,6
1693,91,Ajigawa-Chikko Line,1693-ajigawa-chikko-line,#5f0101,640,9
1688,91,Chikko Line,1688-chikko-line,#5f0101,640,9
1678,91,Fukushima-Sonezaki Line,1678-fukushima-sonezaki-line,#5f0101,640,9
1675,91,Imabashi-Temmabashisuji Line,1675-imabashitemmabashisuji-line,#5f0101,640,9
1679,91,Kasumicho Line,1679-kasumicho-line,#5f0101,640,9
1692,91,Kasumicho-Tamatsukuri Line,1692-kasumicho-tamatsukuri-line,#5f0101,640,9
116,69,Central Line - Epping to West Ruislip & Ealing Broadway via Holborn,116-central-line,#fb0303,259,4
1674,91,Kitahama Line,1674-kitahama-line,#5f0101,640,9
1684,91,Kujo-Kozu Line,1684-kujo-kozu-line,#5f0101,640,9
1670,91,Kujo-Nakanoshima Line,1670-kujonakanoshima-line,#5f0101,640,9
1683,91,Matsushima-Ajigawa Line,1683-matsushima-ajigawa-line,#5f0101,640,9
1694,91,Matsushima-Minamiokajima Line,1694-matsushima-minamiokajima-line,#5f0101,640,9
248,79,MXP,248-mxp,#770b0b,269,3
1685,91,Namba-Kizu Line,1685-namba-kizu-line,#5f0101,640,9
1690,91,Namboku Line,1690-namboku-line,#5f0101,640,9
336,114,Oedo Line,336-oedo-line,#b51e82,293,4
335,114,Shinjuku Line,335-shinjuku-line,#6dc067,293,4
1681,91,Nishidotonbori-Tennoji Line,1681-nishidotonbori-tennoji-line,#5f0101,640,9
1687,91,Nishinoda-Fukushima Line,1687-nishinoda-fukushima-line,#5f0101,640,9
330,114,Hanzomon Line,330-hanzomon-line,#937cb9,100,4
1686,91,Nishinoda Line,1686-nishinoda-line,#5f0101,640,9
1696,91,Nishinoda-Sakurajima Line,1696-nishinoda-sakurajima-line,#5f0101,640,9
1677,91,Sakaisuji Line,1677-sakaisuji-line,#5f0101,640,9
1691,91,Sakuragawa-Nakanoshima Line,1691-sakuragawa-nakanoshima-line,#5f0101,640,9
1672,91,Sonezaki-Temmabashisuji Line,1672-sonezakitemmabashisuji-line,#5f0101,640,9
1676,91,Tamatsukuri Line,1676-tamatsukuri-line,#5f0101,640,9
1673,91,Tanimachi Line,1673-tanimachi-line,#5f0101,640,9
1697,91,Temmabashi-Zengenjicho Line,1697-temmabashi-zengenjicho-line,#5f0101,640,9
1682,91,Tenjinbashi-Nishisuji Line,1682-tenjinbashinishisuji-line,#5f0101,640,9
1689,91,Tozai Line,1689-tozai-line,#5f0101,640,9
1671,91,Uehommachi Line,1671-uehommachi-line,#5f0101,640,9
1695,91,Umeda-Zengenjicho Line,1695-umeda-zengenjicho-line,#5f0101,640,9
1680,91,Utsubohommachi Line,1680-utsubohommachi-line,#5f0101,640,9
9,1,E,e,#7e227f,254,4
1712,19,S1,1712-s1,#3e7f35,280,3
47,78,Línea 1,47-linea-1,#f54a91,248,4
1698,1,Ruta 4,1698-ruta-4,#f3d379,416,6
2081,342,33,2081-33,#d0021b,663,8
246,79,S2,246-s2,#0f9422,269,3
247,79,S3,247-s3,#7c0e0e,269,3
230,79,M4,230-m4,#4b80d1,67,4
293,19,U4,293-u4,#ffd900,13,5
1713,19,M1,1713-m1,#c60000,281,0
1617,259,3,1617-3,#000,244,9
1599,48,West Coast Mainline,1599-west-coast-mainline,#ff0000,631,2
1473,91,Eizan Main Line,1473-eizan-main-line,#008000,543,4
300,45,East Coast Mainline,300-east-coat-mainline,#000,629,2
1474,91,Kurama Line,1474-kurama-line,#ff0000,543,4
261,106,Linha 1 • Azul (CMSP),261-linha-1---azul,#1e4ea3,94,4
352,95,M 1,352-ligne-1,#ffcd00,83,4
281,106,Trem dos Ingleses (ABPF),281-trem-dos-ingleses-(abpf),#f8e71c,275,5
274,106,Linha 17 • Ouro (ViaMobilidade),274-linha-17-•-ouro,#fc921c,94,4
346,266,Ligne 1,346-ligne-1,#000000,295,5
267,106,Linha 7 • Rubi (CPTM),267-linha-7---rubi,#9d1062,94,4
263,106,Linha 3 • Vermelha (CMSP),263-linha-3---vermelha,#ef2c30,94,4
271,106,Linha 11 • Coral (CPTM),271-linha-11---coral,#ef7577,94,4
276,106,Linha 18 • Bronze (VemABC),276-linha-18-•-bronze,#945a28,94,4
351,266,Ligne 6,351-ligne-6,#000000,295,5
269,106,Linha 9 • Esmeralda (CPTM),269-linha-9---esmeralda,#00a98f,94,4
265,106,Linha 15 • Prata (CMSP),265-linha-15---prata,#7e898d,94,4
1475,91,Main Line,1475-main-line,#000080,544,7
243,79,R16,243-r16,#7ed321,269,3
1781,59,TJ koridor 3,1781-tj-koridor-3,#fbc715,51,6
1782,59,TJ koridor 4,1782-tj-koridor-4,#562a62,51,6
322,266,Métro a,322-metro-a,#e2001a,292,4
347,266,Ligne 2,347-ligne-2,#000000,295,5
324,114,Ginza Line,324-ginza-line,#f39700,100,4
331,114,Namboku Line,331-namboku-line,#00b5ad,100,4
327,114,Tozai Line,327-tozai-line,#00b2dd,100,4
1783,59,TJ koridor 5,1783-tj-koridor-5,#bc581a,51,6
1784,59,TJ koridor 6,1784-tj-koridor-6,#2ea43f,51,6
1785,59,TJ koridor 7,1785-tj-koridor-7,#e1245a,51,6
348,266,Ligne 3,348-ligne-3,#000000,295,5
1786,59,TJ koridor 8,1786-tj-koridor-8,#cc2790,51,6
1787,59,TJ koridor 9,1787-tj-koridor-9,#409592,51,6
1788,59,TJ koridor 10,1788-tj-koridor-10,#8e181e,51,6
367,95,T 1,367-ligne-1,#14609e,296,5
375,95,T 7,375-t-7,#885f30,296,5
1789,59,TJ koridor 11,1789-tj-koridor-11,#2d4ca4,51,6
365,95,M 13,365-ligne-13,#87d2df,83,4
349,266,Ligne 4,349-ligne-4,#000000,295,5
350,266,Ligne 5,350-ligne-5,#000000,295,5
356,95,M 4,356-ligne-4,#ba4a9a,83,4
357,95,M 5,357-ligne-5,#f78e4b,83,4
366,95,M 14,366-ligne-14,#662c91,83,4
362,95,M 10,362-ligne-10,#dfb03a,83,4
363,95,M 11,363-ligne-11,#8c6539,83,4
364,95,M 12,364-ligne-12,#008c59,83,4
374,95,T 8,374-t-8,#8c8235,296,5
377,95,RER B,377-rer-b,#4c90cc,297,3
373,95,T 6,373-ligne-7,#e95c36,296,5
381,95,H,381-h,#7b4339,298,2
1476,91,Saito Line,1476-saito-line,#000080,544,7
353,95,M 2,353-ligne-2,#006db8,83,4
370,95,T 3b,370-ligne-3b,#009b41,296,5
372,95,T 5,372-ligne-5,#914e8e,296,5
354,95,M 3,354-ligne-3,#9b993b,83,4
1477,91,Namboku Line,1477-namboku-line,#000080,545,4
355,95,M 3bis,355-ligne-3bis,#88d3df,83,4
359,95,M 7bis,359-ligne-7bis,#77c596,83,4
376,95,RER A,376-rer-a,#ec1b2a,297,3
378,95,RER C,378-rer-c,#ffdc1d,297,3
379,95,RER D,379-rer-d,#00ab66,297,3
323,266,Métro b,323-metro-b,#0786c9,292,4
383,95,K,383-k,#c7b300,298,2
384,95,L,384-l,#7584bc,298,2
385,95,N,385-n,#00a092,298,2
382,95,J,382-j,#cdcd00,298,2
388,95,U,388-u,#d60058,298,2
1790,59,TJ koridor 12,1790-tj-koridor-12,#62bb72,51,6
387,95,R,387-r,#e4b4d1,298,2
371,95,T 4,371-ligne-4,#d9922b,296,5
380,95,RER E,380-rer-e,#c67db4,297,3
287,106,Linha B • Diadema-Berrini (Metra),287-linha-b-•-diadema-brooklin-(emtu),#1e4ea3,279,8
1478,91,Seishin-Yamate Line,1478-seishin-yamate-line,#01af98,546,4
1479,91,Kaigan Line,1479-kaigan-line,#00469c,546,4
1791,59,TJ koridor 13,1791-tj-koridor-13,#802b7c,51,6
2082,342,90,2082-90,#d0021b,663,8
255,116,Linea 2,255-linea-2,#417505,102,0
1600,48,East Coast Mainline,1600-east-coast-mainline,#ff00f9,631,2
1792,59,Line A (Phase 1),1792-line-a,#f39700,662,5
1733,22,Line 1(Fast) Churchgate- Dahanu Rd,1733-line-1,#f3d3aa,649,4
334,114,Mita Line,334-mita-line,#0080c6,293,4
328,114,Chiyoda Line,328-chiyoda-line,#00a650,100,4
325,114,Marunouchi Line,325-marunouchi-line,#ed1c24,100,4
329,114,Yurakucho Line,329-yurakucho-line,#bb8b38,100,4
1480,91,Kobe Kosoku Line,1480-kobe-kosoku-line,#0000ff,370,4
646,114,Gotanda Line,646-gotanda-line,#5f0101,325,5
1729,22,Line 1( Fast) CSTM- Kasara,1729-line-1,#b4c971,650,3
1730,22,Line 1 CSMT- Goregaon,1730-line-1,#e340d8,651,3
1727,22,LINE 1 (Versova–Andheri–Ghatkopar),1727-line-1,#bd4646,15,3
1725,22,LINE 2A (Dahisar-DN Nagar),1725-line-2,#15ef00,15,3
1728,22,LINE 4 A (Kasarwadavali-Gaimukh,1728-line-4-a,#d013e9,15,3
1705,1,Tren Universitario,1705-tren-universitario,#4a4a4a,338,5
1724,22,LINE  6 (Lokhandwala-Jogeshwari-Kanjurmarg),1724-red-line,#ff0000,15,3
1731,22,NMML 1 (Belapur-Pendhar	,1731-line-1,#cdc2e3,647,3
241,79,S1,241-s1,#ee1414,269,3
249,79,S8,249-s8,#ffa4e5,269,3
143,69,Victoria Line,143-victoria,#02dafb,259,4
264,106,Linha 5 • Lilás (ViaMobilidade),264-linha-5---lilas,#a32a9b,94,4
1704,1,Proa Urbana Buenos Aires - Tigre,1704-puerto-madero---tigre,#5b88b0,641,10
162,69,Piccadilly Line,162-piccadilly-line,#000bbc,259,4
1481,91,Kobe Kosoku Line,1481-kobe-kosoku-line,#ff4500,371,4
283,106,Trem de Guararema (ABPF),283-trem-de-guararema-(abpf),#f8e71c,275,5
266,106,Linha 4 • Amarela (ViaQuatro),266-linha-4---amarela,#fdd104,94,4
262,106,Linha 2 • Verde (CMSP),262-linha-2---vermelha,#007a5c,94,4
272,106,Linha 12 • Safira (CPTM),272-linha-12---safira,#1c3a85,94,4
288,106,Linha C • Guarulhos-Tucuruvi (EMTU),288-linha-c-•-guarulhos-tucuruvi-(emtu),#1e4ea3,279,8
203,69,Tramlink,203-tramlink,#50e71b,263,9
167,69,Emirates Airline,167-emirates-airline,#c00000,263,7
209,69,Elizabeth Line,209-elizabeth-line,#6518a1,263,3
282,106,Trem dos Imigrantes (ABPF),282-trem-dos-imigrantes-(abpf),#f8e71c,275,5
244,79,S5,244-s5,#e56c27,269,3
240,79,R31,240-milano-mortara,#7ed321,269,3
316,265,Ligne 1,316-tram-ligne-1,#007945,289,5
277,106,Linha 13 • Jade (CPTM),277-linha-13-•-jade,#00a150,94,4
317,265,Ligne 2,317-tram-ligne-2,#e52b38,289,5
275,106,Linha 6 • Laranja (MoveSP),275-linha-6-•-laranja,#ff8000,94,4
270,106,Linha 10 • Turquesa (CPTM),270-linha-10---turquesa,#00748b,94,4
242,79,Passante,242-passante,#4a8be2,269,3
319,265,Ligne 4,319-busway-ligne-4,#fdc613,326,6
318,265,Ligne 3,318-tram-ligne-3,#0079bc,289,5
160,69,DLR,160-dlr,#86e9c8,263,5
1732,22,CIRCULAR LINE,1732-circular-line,#2c4dc0,648,0
289,106,Linha D • Itapevi-Butantã (EMTU),289-linha-d-•-itapevi-butanta,#1e4ea3,279,8
208,69,West Midlands Trains/LNWR,208-national-rail-(euston),#054400,261,2
163,69,Thameslink,163-thameslink,#8f00ff,261,3
172,69,Southern,172-national-rail-(southern),#63f68b,261,2
171,69,Southeastern,171-national-rail-(southeastern),#0087ff,261,2
144,69,South Western,144-south-west-trains,#09958a,261,2
214,69,Greater Anglia,214-nr-(liverpool-st),#909090,261,2
164,69,GWR,164-national-rail-(gwr),#003f0b,261,2
206,69,Freight Rail,206-national-rail-(freight-other),#000000,261,2
216,69,Chiltern,216-nr-(marylebone),#005e97,261,2
211,69,C2C,211-nr-(fenchurch-st),#840084,261,2
140,69,West London Line - Clapham Junction to Willesden Junction via Olympia,140-overground,#f85467,262,3
207,69,GOBLIN - Gospel Oak to Barking via Walthminstow,207-overground-(goblin),#03ff00,262,3
161,69,North London Line - Richmond to Stratford via Willesden and Camden,161-overground-(north-london-line),#000000,262,3
151,69,South London Line - Clapham Junction to Canada Water via Brixton,151-overground-(south-london-line),#000794,262,3
210,69,Watford DC - Euston to Watford Junction via Harrow,210-lo-(watford-dc),#a36505,262,3
142,69,Bakerloo Line - Harrow and Wealdstone to Elephant and Castle via Paddington,142-bakerloo,#8b572a,259,4
146,69,Jubilee Line - Stanmore to Stratford via Westminster & Waterloo,146-jubilee-line,#a6a4a4,259,4
205,69,Metropolitan Line - ,205-metropolitan-line,#a30b58,259,3
1482,91,Sanyo Electric Railway Main Line,1482-sanyo-electric-railway-main-line,#eb3543,548,4
391,95,T 11,391-t-11,#df5f3d,296,5
451,114,Rinkai Line,451-rinkai-line,#89c6cb,316,4
392,95,T 12,392-t-12,#a02a3a,296,5
393,95,T 13,393-t-13,#885f30,296,5
386,95,P,386-p,#f0b600,298,2
398,95,M 18,398-m-18,#95bf32,300,4
1706,260,MTM - MetroTranvía ,1706-mtm---metrotranvia,#d0021b,245,9
399,95,Ancien M 14,399-ancien-m-14,#000,83,4
405,95,Ancien M 2sud,405-ancien-m-2sud,#000,83,4
1483,91,Aboshi Line,1483-aboshi-line,#eb3543,548,4
390,95,T 10,390-t-10,#8c8235,296,5
400,95,T Zen 1,400-t-zen-1,#c6cd01,301,6
401,95,T Zen 2,401-t-zen-2,#c6cd01,301,6
402,95,T Zen 3,402-t-zen-3,#c6cd01,301,6
403,95,T Zen 4,403-t-zen-4,#c6cd01,301,6
406,95,Ancien M 2nord,406-ancien-m-2nord,#000,83,4
460,95,Ancienne ligne A Nord-Sud,460-ancienne-ligne-a-nord-sud,#000,83,4
445,114,New Transit Yurikamome,445-yurikamome,#1662b8,313,7
1707,338,Metrobus Av. del Trabajador,1707-metrobus-av.-del-trabajador,#f5a623,642,6
1708,338,Tren del Valle,1708-tren-del-valle,#4a5de2,643,5
1716,259,Carruajes Marcelino Campanella,1716-carruajes-mendoza-y-laprida---est-central-argentino,#000,646,9
1717,259,Alfredo de Arteaga,1717-alfredo-de-arteaga,#000,646,9
1618,259,4,1618-4,#9b9b9b,244,9
395,95,M 15,395-m-15,#a60f31,300,4
1718,259,Alfredo de Arteaga Est Central,1718-alfredo-de-arteaga,#000,646,9
408,95,Voguéo,408-vogueo,#99d420,303,0
453,4,Línea 7,453-linea-7,#4a4a4a,267,4
1719,259,Alfredo de Arteaga Colegio Nacional,1719-alfredo-de-arteaga-colegio-nacional,#000,646,9
1720,259,Tramway Anglo-Argentino,1720-tramway-anglo-argentino,#000,646,9
1721,259,Tramway Rosarino del Norte,1721-tramway-rosarino-del-norte,#000,646,9
1722,259,Tramway del Saladillo,1722-tramway-del-saladillo,#000,646,9
1723,259,Tramway del Oeste,1723-tramway-del-oeste,#000,646,9
1601,48,Whifflet Branch,1601-whifflet-branch,#ff8600,625,3
1734,340,METRO 1 (PCMC-SWARGATE),1734-metro-1,#d0021b,652,3
1485,91,Rokko Island Line,1485-rokko-island-line,#07502b,549,7
404,95,T Zen 5,404-t-zen-5,#c6cd01,301,6
459,95,Ancienne ligne B Nord-Sud,459-ancienne-ligne-b-nord-sud,#000,83,4
458,114,Chuo Main Line,458-chuo-line,#fe642e,305,4
466,95,CDGVal 2,466-cdgval-2,#0a3071,299,7
394,95,Orlyval,394-orlyval,#7d7e7e,299,7
465,95,CDGVal 1,465-cdgval-1,#0a3071,299,7
418,114,Keihin-Tohoku Line,418-keihin-tohoku-line,#00b2e5,305,4
419,114,Sobu Main Line,419-chuo-sobu-line,#ffd400,305,4
1484,91,Port Island Line,1484-port-island-line,#07502b,549,7
457,114,Takasaki Line,457-takasaki-line,#f68b1e,305,4
456,114,Tohoku Main Line,456-tohoku-main-line,#f68b1e,305,4
417,114,Yamanote Line,417-yamanote-line,#80c241,305,4
425,114,Inokashira Line,425-inokashira-line,#103675,307,4
424,114,Keio Line,424-keio-line,#dd0077,307,4
427,114,Narita Sky Access,427-narita-sky-access,#ff8620,308,4
426,114,Keisei Main Line,426-keisei-main-line,#005aaa,308,4
423,114,Keikyu Main Line,423-keikyu-main-line,#33c2e4,306,4
428,114,Odawara Line,428-odawara-line,#00bfff,309,4
429,114,Tama Line,429-tama-line,#00bfff,309,4
430,114,Ikebukuro Line,430-ikebukuro-line,#ff6600,310,4
431,114,Shinjuku Line,431-seibu-shinjuku-line,#0099cc,310,4
433,114,Tamagawa Line,433-tamagawa-line,#ff6600,310,4
